"","id","birthday","gender","age","age_group","date","condition","trial","itemNum","trialType","samePos","chosen","chosen_idx","kept","kept_idx","rt","faceVid","faceIdx","example_trial","exposure_trial","test_trial","correct","include"
"329","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",7,"2","2","1","Novel15","1","Novel13","0",1697,"RDkidslonger","1",0,1,0,TRUE,1
"330","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",8,"2","2","1","Novel10","1","Novel13","0",6024,"RDkidslonger","1",0,0,1,FALSE,1
"331","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",9,"3","2","0","Novel27","1","Novel27","1",4449,"RDkidslonger","1",0,1,0,TRUE,1
"332","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",10,"3","2","0","Novel27","0","Novel27","1",1056,"RDkidslonger","1",0,0,1,TRUE,1
"333","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",11,"4","1","0","Novel8","0","Novel8","0",4645,"LDkidslonger","0",0,1,0,TRUE,1
"334","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",12,"4","1","0","Novel8","1","Novel8","0",2890,"LDkidslonger","0",0,0,1,TRUE,1
"335","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",13,"5","2","1","Novel9","0","Novel25","1",4317,"LDkidslonger","0",0,1,0,TRUE,1
"336","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",14,"5","2","1","Novel5","0","Novel25","1",14883,"LDkidslonger","0",0,0,1,FALSE,1
"337","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",1,"0","1","0","flower","1","","0",18533,"straightaheadlonger","-1",1,0,0,TRUE,1
"338","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",2,"0","1","0","truck","0","","0",11774,"straightaheadlonger","-1",1,0,0,TRUE,1
"339","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",3,"0","1","0","Novel28","1","Novel18","0",8790,"straightaheadlonger","-1",0,1,0,FALSE,1
"340","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",4,"0","1","0","Novel26","0","Novel18","0",4090,"straightaheadlonger","-1",0,0,1,FALSE,1
"341","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",5,"1","1","1","Novel7","1","Novel25","0",3219,"straightaheadlonger","-1",0,1,0,FALSE,1
"342","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",6,"1","1","1","Novel5","1","Novel25","0",2036,"straightaheadlonger","-1",0,0,1,FALSE,1
"343","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",7,"2","2","1","Novel11","1","Novel11","1",2996,"straightaheadlonger","-1",0,1,0,FALSE,1
"344","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",8,"2","2","1","Novel11","1","Novel11","1",1506,"straightaheadlonger","-1",0,0,1,TRUE,1
"345","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",9,"3","2","0","Novel9","1","Novel4","0",2401,"straightaheadlonger","-1",0,1,0,FALSE,1
"346","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",10,"3","2","0","Novel4","1","Novel4","0",3384,"straightaheadlonger","-1",0,0,1,TRUE,1
"347","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",11,"4","1","0","Novel23","0","Novel23","0",1926,"straightaheadlonger","-1",0,1,0,FALSE,1
"348","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",12,"4","1","0","Novel23","1","Novel23","0",1228,"straightaheadlonger","-1",0,0,1,TRUE,1
"349","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",13,"5","2","1","Novel21","0","Novel21","0",1075,"straightaheadlonger","-1",0,1,0,FALSE,1
"350","25","2/9/10","f",4.5,4,"2014-08-07-14-22","No-social",14,"5","2","1","Novel21","0","Novel21","0",1233,"straightaheadlonger","-1",0,0,1,TRUE,1
