"","X.1","X","subid","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","intervalNum","include","first.trial","numPicN","correct","dataset"
"13676",13676,13676,"A3819FA3WHMTJO","20:56:40",16,"Social","Zero",4,5,"Same",0,"Novel91",1,"Novel91",2,1047,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"13677",13677,13677,"A3819FA3WHMTJO","20:56:40",17,"Social","Zero",4,6,"Switch",1,"Novel61",2,"Novel75",0,1558,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"13678",13678,13678,"A3819FA3WHMTJO","20:56:40",18,"Social","Zero",4,6,"Switch",1,"Novel63",2,"Novel75",0,1486,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"13679",13679,13679,"A3819FA3WHMTJO","20:56:40",19,"Social","Zero",4,7,"Same",1,"Novel118",0,"Novel118",0,1468,"eyes_left",0,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"13680",13680,13680,"A3819FA3WHMTJO","20:56:40",20,"Social","Zero",4,7,"Same",1,"Novel118",0,"Novel118",0,1170,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"16969",16969,5729,"A383ZYPPCGHLAY","17:16:04",9,"No-Social","3",4,0,"Same",0,"Novel56",1,"Novel56",2,2246,NA,NA,NA,1,NA,3,TRUE,TRUE,4,TRUE,"dy"
"16970",16970,5730,"A383ZYPPCGHLAY","17:16:04",10,"No-Social","3",4,1,"Switch",1,"Novel1",2,"Novel46",1,2180,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"16971",16971,5731,"A383ZYPPCGHLAY","17:16:04",11,"No-Social","3",4,2,"Same",1,"Novel98",2,"Novel98",2,4157,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16972",16972,5732,"A383ZYPPCGHLAY","17:16:04",12,"No-Social","3",4,3,"Switch",1,"Novel102",3,"Novel102",3,2028,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16973",16973,5733,"A383ZYPPCGHLAY","17:16:04",17,"No-Social","3",4,4,"Same",1,"Novel51",0,"Novel51",0,1948,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16974",16974,5734,"A383ZYPPCGHLAY","17:16:04",18,"No-Social","3",4,5,"Switch",0,"Novel131",0,"Novel97",3,2118,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"16975",16975,5735,"A383ZYPPCGHLAY","17:16:04",19,"No-Social","3",4,6,"Same",0,"Novel78",2,"Novel78",0,1430,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16976",16976,5736,"A383ZYPPCGHLAY","17:16:04",20,"No-Social","3",4,7,"Switch",0,"Novel35",3,"Novel52",3,4167,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"4601",4601,4801,"A384DW1A7HI9Z7","11:10:32",1,"Social","Seven",6,0,"Same",0,"squirrel",3,"",0,4422,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"4602",4602,4802,"A384DW1A7HI9Z7","11:10:32",2,"Social","Seven",6,0,"Same",0,"squirrel",1,"",0,2533,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"4603",4603,4803,"A384DW1A7HI9Z7","11:10:32",3,"Social","Seven",6,0,"Same",0,"tomato",4,"",0,1715,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"4604",4604,4804,"A384DW1A7HI9Z7","11:10:32",4,"Social","Seven",6,0,"Same",0,"tomato",0,"",0,1843,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"4605",4605,4805,"A384DW1A7HI9Z7","11:10:32",5,"Social","Seven",6,0,"Same",0,"Novel42",2,"Novel42",2,4276,"eyes_left",0,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"4606",4606,4806,"A384DW1A7HI9Z7","11:10:32",6,"Social","Seven",6,1,"Switch",0,"Novel21",4,"Novel5",0,2025,"eyes_down_right",2,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"4607",4607,4807,"A384DW1A7HI9Z7","11:10:32",7,"Social","Seven",6,2,"Same",0,"Novel53",1,"Novel53",1,1577,"eyes_right_90",5,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"4608",4608,4808,"A384DW1A7HI9Z7","11:10:32",8,"Social","Seven",6,3,"Switch",0,"Novel40",0,"Novel134",3,1893,"eyes_left_90",4,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"4609",4609,4809,"A384DW1A7HI9Z7","11:10:32",9,"Social","Seven",6,4,"Same",1,"Novel57",0,"Novel57",0,1850,"eyes_left_90",4,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"4610",4610,4810,"A384DW1A7HI9Z7","11:10:32",10,"Social","Seven",6,5,"Switch",1,"Novel116",3,"Novel29",4,1236,"eyes_down_left",1,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"4611",4611,4811,"A384DW1A7HI9Z7","11:10:32",11,"Social","Seven",6,6,"Same",1,"Novel54",0,"Novel54",0,1096,"eyes_left_90",4,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"4612",4612,4812,"A384DW1A7HI9Z7","11:10:32",12,"Social","Seven",6,7,"Switch",1,"Novel113",3,"Novel35",2,1066,"eyes_down_left",1,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"4613",4613,4813,"A384DW1A7HI9Z7","11:10:32",13,"Social","Seven",6,0,"Same",0,"Novel42",5,"Novel42",2,3019,"eyescenter",-1,0,1,0,7,TRUE,TRUE,6,TRUE,"km"
"4614",4614,4814,"A384DW1A7HI9Z7","11:10:32",14,"Social","Seven",6,1,"Switch",0,"Novel72",4,"Novel5",0,2541,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"4615",4615,4815,"A384DW1A7HI9Z7","11:10:32",15,"Social","Seven",6,2,"Same",0,"Novel53",4,"Novel53",1,4114,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,TRUE,"km"
"4616",4616,4816,"A384DW1A7HI9Z7","11:10:32",16,"Social","Seven",6,3,"Switch",0,"Novel86",0,"Novel134",3,5731,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"4617",4617,4817,"A384DW1A7HI9Z7","11:10:32",17,"Social","Seven",6,4,"Same",1,"Novel118",3,"Novel57",0,3777,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"4618",4618,4818,"A384DW1A7HI9Z7","11:10:32",18,"Social","Seven",6,5,"Switch",1,"Novel77",5,"Novel29",4,3104,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"4619",4619,4819,"A384DW1A7HI9Z7","11:10:32",19,"Social","Seven",6,6,"Same",1,"Novel85",1,"Novel54",0,2185,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"4620",4620,4820,"A384DW1A7HI9Z7","11:10:32",20,"Social","Seven",6,7,"Switch",1,"Novel59",4,"Novel35",2,2095,"eyescenter",-1,0,1,0,7,TRUE,FALSE,6,FALSE,"km"
"9521",9521,9521,"A385B4WV38BUWF","20:28:24",1,"Social","Zero",4,0,"Same",1,"squirrel",0,"",0,1602,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9522",9522,9522,"A385B4WV38BUWF","20:28:24",2,"Social","Zero",4,0,"Same",1,"squirrel",0,"",0,1005,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9523",9523,9523,"A385B4WV38BUWF","20:28:24",3,"Social","Zero",4,0,"Same",1,"tomato",1,"",0,1480,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9524",9524,9524,"A385B4WV38BUWF","20:28:24",4,"Social","Zero",4,0,"Same",1,"tomato",2,"",0,1086,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9525",9525,9525,"A385B4WV38BUWF","20:28:24",5,"Social","Zero",4,0,"Same",1,"Novel91",3,"Novel91",3,3734,"eyes_left",0,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9526",9526,9526,"A385B4WV38BUWF","20:28:24",6,"Social","Zero",4,0,"Same",1,"Novel91",3,"Novel91",3,865,"eyescenter",-1,0,1,0,0,TRUE,TRUE,4,TRUE,"km"
"9527",9527,9527,"A385B4WV38BUWF","20:28:24",7,"Social","Zero",4,1,"Switch",1,"Novel67",3,"Novel101",1,5031,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9528",9528,9528,"A385B4WV38BUWF","20:28:24",8,"Social","Zero",4,1,"Switch",1,"Novel114",0,"Novel101",1,8581,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9529",9529,9529,"A385B4WV38BUWF","20:28:24",9,"Social","Zero",4,2,"Same",0,"Novel70",2,"Novel70",2,3909,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9530",9530,9530,"A385B4WV38BUWF","20:28:24",10,"Social","Zero",4,2,"Same",0,"Novel70",3,"Novel70",2,1487,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9531",9531,9531,"A385B4WV38BUWF","20:28:24",11,"Social","Zero",4,3,"Switch",0,"Novel103",2,"Novel135",1,1477,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9532",9532,9532,"A385B4WV38BUWF","20:28:24",12,"Social","Zero",4,3,"Switch",0,"Novel76",3,"Novel135",1,2680,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9533",9533,9533,"A385B4WV38BUWF","20:28:24",13,"Social","Zero",4,4,"Same",1,"Novel61",2,"Novel61",2,1432,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9534",9534,9534,"A385B4WV38BUWF","20:28:24",14,"Social","Zero",4,4,"Same",1,"Novel61",2,"Novel61",2,NA,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9535",9535,9535,"A385B4WV38BUWF","20:28:24",15,"Social","Zero",4,5,"Switch",0,"Novel42",2,"Novel50",0,937,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9536",9536,9536,"A385B4WV38BUWF","20:28:24",16,"Social","Zero",4,5,"Switch",0,"Novel130",0,"Novel50",0,2819,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9537",9537,9537,"A385B4WV38BUWF","20:28:24",17,"Social","Zero",4,6,"Same",0,"Novel111",3,"Novel111",3,1643,"eyes_right",3,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9538",9538,9538,"A385B4WV38BUWF","20:28:24",18,"Social","Zero",4,6,"Same",0,"Novel8",0,"Novel111",3,1346,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9539",9539,9539,"A385B4WV38BUWF","20:28:24",19,"Social","Zero",4,7,"Switch",1,"Novel27",2,"Novel71",1,1403,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9540",9540,9540,"A385B4WV38BUWF","20:28:24",20,"Social","Zero",4,7,"Switch",1,"Novel120",3,"Novel71",1,3353,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"4621",4621,4821,"A3862RIFFUV141","15:30:31",1,"No-Social","Three",6,0,"Switch",0,"squirrel",3,"",0,3625,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"4622",4622,4822,"A3862RIFFUV141","15:30:31",2,"No-Social","Three",6,0,"Switch",0,"squirrel",1,"",0,1850,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"4623",4623,4823,"A3862RIFFUV141","15:30:31",3,"No-Social","Three",6,0,"Switch",0,"tomato",4,"",0,6311,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"4624",4624,4824,"A3862RIFFUV141","15:30:31",4,"No-Social","Three",6,0,"Switch",0,"tomato",0,"",0,2040,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"4625",4625,4825,"A3862RIFFUV141","15:30:31",5,"No-Social","Three",6,0,"Switch",0,"Novel44",5,"Novel61",3,5065,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"4626",4626,4826,"A3862RIFFUV141","15:30:31",6,"No-Social","Three",6,1,"Same",0,"Novel62",3,"Novel62",3,2354,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"4627",4627,4827,"A3862RIFFUV141","15:30:31",7,"No-Social","Three",6,2,"Switch",0,"Novel54",0,"Novel110",4,1935,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"4628",4628,4828,"A3862RIFFUV141","15:30:31",8,"No-Social","Three",6,3,"Same",1,"Novel45",1,"Novel45",1,1337,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"4629",4629,4829,"A3862RIFFUV141","15:30:31",9,"No-Social","Three",6,0,"Switch",0,"Novel61",2,"Novel61",3,3935,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,TRUE,"km"
"4630",4630,4830,"A3862RIFFUV141","15:30:31",10,"No-Social","Three",6,1,"Same",0,"Novel85",0,"Novel62",3,3000,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"4631",4631,4831,"A3862RIFFUV141","15:30:31",11,"No-Social","Three",6,2,"Switch",0,"Novel139",5,"Novel110",4,2735,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"4632",4632,4832,"A3862RIFFUV141","15:30:31",12,"No-Social","Three",6,3,"Same",1,"Novel63",4,"Novel45",1,1649,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"4633",4633,4833,"A3862RIFFUV141","15:30:31",13,"No-Social","Three",6,4,"Switch",1,"Novel101",1,"Novel135",0,3107,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"4634",4634,4834,"A3862RIFFUV141","15:30:31",14,"No-Social","Three",6,5,"Same",0,"Novel50",0,"Novel50",0,3930,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"4635",4635,4835,"A3862RIFFUV141","15:30:31",15,"No-Social","Three",6,6,"Switch",1,"Novel126",0,"Novel74",1,3195,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"4636",4636,4836,"A3862RIFFUV141","15:30:31",16,"No-Social","Three",6,7,"Same",1,"Novel39",0,"Novel39",0,2147,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"4637",4637,4837,"A3862RIFFUV141","15:30:31",17,"No-Social","Three",6,4,"Switch",1,"Novel135",0,"Novel135",0,1956,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE,"km"
"4638",4638,4838,"A3862RIFFUV141","15:30:31",18,"No-Social","Three",6,5,"Same",0,"Novel49",0,"Novel50",0,8032,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"4639",4639,4839,"A3862RIFFUV141","15:30:31",19,"No-Social","Three",6,6,"Switch",1,"Novel122",0,"Novel74",1,1795,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"4640",4640,4840,"A3862RIFFUV141","15:30:31",20,"No-Social","Three",6,7,"Same",1,"Novel39",0,"Novel39",0,1919,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE,"km"
"16977",16977,5745,"A38CVC6UHNQHZP","19:25:37",9,"No-Social","3",4,0,"Switch",0,"Novel18",3,"Novel18",0,3160,NA,NA,NA,1,NA,3,TRUE,TRUE,4,TRUE,"dy"
"16978",16978,5746,"A38CVC6UHNQHZP","19:25:37",10,"No-Social","3",4,1,"Same",1,"Novel129",1,"Novel70",2,3235,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"16979",16979,5747,"A38CVC6UHNQHZP","19:25:37",11,"No-Social","3",4,2,"Switch",0,"Novel102",0,"Novel63",0,2542,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"16980",16980,5748,"A38CVC6UHNQHZP","19:25:37",12,"No-Social","3",4,3,"Same",0,"Novel13",2,"Novel13",1,1266,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16981",16981,5749,"A38CVC6UHNQHZP","19:25:37",17,"No-Social","3",4,4,"Switch",1,"Novel67",1,"Novel67",1,2977,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16982",16982,5750,"A38CVC6UHNQHZP","19:25:37",18,"No-Social","3",4,5,"Same",1,"Novel115",3,"Novel115",3,1536,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16983",16983,5751,"A38CVC6UHNQHZP","19:25:37",19,"No-Social","3",4,6,"Switch",1,"Novel22",3,"Novel22",3,2088,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16984",16984,5752,"A38CVC6UHNQHZP","19:25:37",20,"No-Social","3",4,7,"Same",0,"Novel83",0,"Novel9",0,3593,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"16985",16985,5753,"A38DAH5RS19EX4","12:25:56",13,"No-Social","7",4,0,"Switch",0,"Novel10",0,"Novel94",1,3526,NA,NA,NA,1,NA,7,TRUE,TRUE,4,FALSE,"dy"
"16986",16986,5754,"A38DAH5RS19EX4","12:25:56",14,"No-Social","7",4,1,"Same",1,"Novel76",2,"Novel76",2,1465,NA,NA,NA,1,NA,7,TRUE,FALSE,4,TRUE,"dy"
"16987",16987,5755,"A38DAH5RS19EX4","12:25:56",15,"No-Social","7",4,2,"Switch",1,"Novel68",0,"Novel35",2,6438,NA,NA,NA,1,NA,7,TRUE,FALSE,4,FALSE,"dy"
"16988",16988,5756,"A38DAH5RS19EX4","12:25:56",16,"No-Social","7",4,3,"Same",1,"Novel123",2,"Novel123",2,1413,NA,NA,NA,1,NA,7,TRUE,FALSE,4,TRUE,"dy"
"16989",16989,5757,"A38DAH5RS19EX4","12:25:56",17,"No-Social","7",4,4,"Switch",1,"Novel125",3,"Novel96",0,3417,NA,NA,NA,1,NA,7,TRUE,FALSE,4,FALSE,"dy"
"16990",16990,5758,"A38DAH5RS19EX4","12:25:56",18,"No-Social","7",4,5,"Same",0,"Novel66",1,"Novel66",2,1284,NA,NA,NA,1,NA,7,TRUE,FALSE,4,TRUE,"dy"
"16991",16991,5759,"A38DAH5RS19EX4","12:25:56",19,"No-Social","7",4,6,"Switch",0,"Novel15",0,"Novel59",1,3230,NA,NA,NA,1,NA,7,TRUE,FALSE,4,FALSE,"dy"
"16992",16992,5760,"A38DAH5RS19EX4","12:25:56",20,"No-Social","7",4,7,"Same",0,"Novel27",1,"Novel27",0,2813,NA,NA,NA,1,NA,7,TRUE,FALSE,4,TRUE,"dy"
"9541",9541,9541,"A38GK33NFSSS3Y","03:02:00",1,"Social","Zero",4,0,"Switch",0,"squirrel",0,"",0,6381,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9542",9542,9542,"A38GK33NFSSS3Y","03:02:00",2,"Social","Zero",4,0,"Switch",0,"squirrel",0,"",0,1926,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9543",9543,9543,"A38GK33NFSSS3Y","03:02:00",3,"Social","Zero",4,0,"Switch",0,"tomato",1,"",0,5410,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9544",9544,9544,"A38GK33NFSSS3Y","03:02:00",4,"Social","Zero",4,0,"Switch",0,"tomato",2,"",0,2287,"eyescenter",-1,0,0,1,0,TRUE,FALSE,4,FALSE,"km"
"9545",9545,9545,"A38GK33NFSSS3Y","03:02:00",5,"Social","Zero",4,0,"Switch",0,"Novel6",0,"Novel51",1,3846,"eyes_left",0,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9546",9546,9546,"A38GK33NFSSS3Y","03:02:00",6,"Social","Zero",4,0,"Switch",0,"Novel51",3,"Novel51",1,5348,"eyescenter",-1,0,1,0,0,TRUE,TRUE,4,TRUE,"km"
"9547",9547,9547,"A38GK33NFSSS3Y","03:02:00",7,"Social","Zero",4,1,"Same",0,"Novel12",2,"Novel12",2,3425,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9548",9548,9548,"A38GK33NFSSS3Y","03:02:00",8,"Social","Zero",4,1,"Same",0,"Novel12",3,"Novel12",2,1290,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9549",9549,9549,"A38GK33NFSSS3Y","03:02:00",9,"Social","Zero",4,2,"Switch",1,"Novel89",1,"Novel87",0,3347,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9550",9550,9550,"A38GK33NFSSS3Y","03:02:00",10,"Social","Zero",4,2,"Switch",1,"Novel115",2,"Novel87",0,2537,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9551",9551,9551,"A38GK33NFSSS3Y","03:02:00",11,"Social","Zero",4,3,"Same",1,"Novel94",1,"Novel94",1,2398,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9552",9552,9552,"A38GK33NFSSS3Y","03:02:00",12,"Social","Zero",4,3,"Same",1,"Novel94",1,"Novel94",1,1603,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9553",9553,9553,"A38GK33NFSSS3Y","03:02:00",13,"Social","Zero",4,4,"Switch",1,"Novel20",2,"Novel76",1,1223,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9554",9554,9554,"A38GK33NFSSS3Y","03:02:00",14,"Social","Zero",4,4,"Switch",1,"Novel108",3,"Novel76",1,3542,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,FALSE,"km"
"9555",9555,9555,"A38GK33NFSSS3Y","03:02:00",15,"Social","Zero",4,5,"Same",1,"Novel109",0,"Novel109",0,3206,"eyes_left",0,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9556",9556,9556,"A38GK33NFSSS3Y","03:02:00",16,"Social","Zero",4,5,"Same",1,"Novel109",0,"Novel109",0,990,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9557",9557,9557,"A38GK33NFSSS3Y","03:02:00",17,"Social","Zero",4,6,"Switch",0,"Novel30",3,"Novel31",0,2091,"eyes_right",3,1,0,0,0,TRUE,FALSE,4,FALSE,"km"
"9558",9558,9558,"A38GK33NFSSS3Y","03:02:00",18,"Social","Zero",4,6,"Switch",0,"Novel31",1,"Novel31",0,2703,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"9559",9559,9559,"A38GK33NFSSS3Y","03:02:00",19,"Social","Zero",4,7,"Same",0,"Novel52",1,"Novel52",1,1151,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,4,TRUE,"km"
"9560",9560,9560,"A38GK33NFSSS3Y","03:02:00",20,"Social","Zero",4,7,"Same",0,"Novel52",3,"Novel52",1,759,"eyescenter",-1,0,1,0,0,TRUE,FALSE,4,TRUE,"km"
"13681",13681,13681,"A38KLSFAMDWBFN","04:12:55",1,"No-Social","Seven",4,0,"Same",0,"squirrel",0,"",0,1964,"eyescenter",-1,0,0,1,7,TRUE,FALSE,4,FALSE,"km"
"13682",13682,13682,"A38KLSFAMDWBFN","04:12:55",2,"No-Social","Seven",4,0,"Same",0,"squirrel",0,"",0,1201,"eyescenter",-1,0,0,1,7,TRUE,FALSE,4,FALSE,"km"
"13683",13683,13683,"A38KLSFAMDWBFN","04:12:55",3,"No-Social","Seven",4,0,"Same",0,"tomato",1,"",0,1638,"eyescenter",-1,0,0,1,7,TRUE,FALSE,4,FALSE,"km"
"13684",13684,13684,"A38KLSFAMDWBFN","04:12:55",4,"No-Social","Seven",4,0,"Same",0,"tomato",2,"",0,1137,"eyescenter",-1,0,0,1,7,TRUE,FALSE,4,FALSE,"km"
"13685",13685,13685,"A38KLSFAMDWBFN","04:12:55",5,"No-Social","Seven",4,0,"Same",0,"Novel126",3,"Novel126",3,3770,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,TRUE,"km"
"13686",13686,13686,"A38KLSFAMDWBFN","04:12:55",6,"No-Social","Seven",4,1,"Switch",0,"Novel99",1,"Novel119",3,2777,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,FALSE,"km"
"13687",13687,13687,"A38KLSFAMDWBFN","04:12:55",7,"No-Social","Seven",4,2,"Same",0,"Novel60",1,"Novel60",1,4208,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,TRUE,"km"
"13688",13688,13688,"A38KLSFAMDWBFN","04:12:55",8,"No-Social","Seven",4,3,"Switch",1,"Novel136",3,"Novel133",1,1399,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,FALSE,"km"
"13689",13689,13689,"A38KLSFAMDWBFN","04:12:55",9,"No-Social","Seven",4,4,"Same",1,"Novel135",1,"Novel135",1,4576,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,TRUE,"km"
"13690",13690,13690,"A38KLSFAMDWBFN","04:12:55",10,"No-Social","Seven",4,5,"Switch",1,"Novel30",3,"Novel13",1,3787,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,FALSE,"km"
"13691",13691,13691,"A38KLSFAMDWBFN","04:12:55",11,"No-Social","Seven",4,6,"Same",1,"Novel125",3,"Novel125",3,5216,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,TRUE,"km"
"13692",13692,13692,"A38KLSFAMDWBFN","04:12:55",12,"No-Social","Seven",4,7,"Switch",0,"Novel64",2,"Novel51",3,4748,"eyescenter",-1,1,0,0,7,TRUE,FALSE,4,FALSE,"km"
"13693",13693,13693,"A38KLSFAMDWBFN","04:12:55",13,"No-Social","Seven",4,0,"Same",0,"Novel126",1,"Novel126",3,1794,"eyescenter",-1,0,1,0,7,TRUE,TRUE,4,TRUE,"km"
"13694",13694,13694,"A38KLSFAMDWBFN","04:12:55",14,"No-Social","Seven",4,1,"Switch",0,"Novel119",2,"Novel119",3,2259,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,TRUE,"km"
"13695",13695,13695,"A38KLSFAMDWBFN","04:12:55",15,"No-Social","Seven",4,2,"Same",0,"Novel60",0,"Novel60",1,1020,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,TRUE,"km"
"13696",13696,13696,"A38KLSFAMDWBFN","04:12:55",16,"No-Social","Seven",4,3,"Switch",1,"Novel137",0,"Novel133",1,3310,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,FALSE,"km"
"13697",13697,13697,"A38KLSFAMDWBFN","04:12:55",17,"No-Social","Seven",4,4,"Same",1,"Novel135",1,"Novel135",1,2985,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,TRUE,"km"
"13698",13698,13698,"A38KLSFAMDWBFN","04:12:55",18,"No-Social","Seven",4,5,"Switch",1,"Novel90",3,"Novel13",1,2303,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,FALSE,"km"
"13699",13699,13699,"A38KLSFAMDWBFN","04:12:55",19,"No-Social","Seven",4,6,"Same",1,"Novel125",3,"Novel125",3,1449,"eyescenter",-1,0,1,0,7,TRUE,FALSE,4,TRUE,"km"
