"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","condition","test","exposure","day.and.time","include","first.trial","numPicN","intervalN","correct"
"1041","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",12,3,"Switch",0,"Novel97",2,"Novel126",2,2559,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1042","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",13,4,"Same",0,"Novel112",1,"Novel112",1,3404,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1047","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",5,0,"Same",1,"Novel108",1,"Novel108",1,7713,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1048","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",6,1,"Switch",0,"Novel30",2,"Novel39",0,4587,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1049","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",7,2,"Same",1,"Novel134",2,"Novel134",2,3676,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1050","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",8,3,"Switch",0,"Novel3",1,"Novel126",2,2422,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1051","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",9,0,"Same",1,"Novel60",3,"Novel108",1,2865,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,TRUE,4,3,FALSE
"1052","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",10,1,"Switch",0,"Novel130",3,"Novel39",0,2730,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1053","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",11,2,"Same",1,"Novel134",2,"Novel134",2,1227,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1054","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",16,7,"Switch",1,"Novel25",3,"Novel131",2,1442,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1055","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",17,4,"Same",0,"Novel112",2,"Novel112",1,1754,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1056","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",14,5,"Switch",1,"Novel116",0,"Novel54",3,2760,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1057","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",15,6,"Same",0,"Novel94",3,"Novel94",3,1579,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1058","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",20,7,"Switch",1,"Novel103",1,"Novel131",2,2287,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1059","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",18,5,"Switch",1,"Novel95",2,"Novel54",3,1818,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,FALSE
"1060","A2P1XOJQMC6UGD","Jan 19 2014","10:10:21",19,6,"Same",0,"Novel94",0,"Novel94",3,2694,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:10:21),TRUE,FALSE,4,3,TRUE
"1061","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",7,1,"Same",1,"Novel14",0,"Novel14",0,2411,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1062","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",6,0,"Switch",0,"Novel21",3,"Novel4",3,1867,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,TRUE,4,0,FALSE
"1067","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",5,0,"Switch",0,"Novel77",0,"Novel4",3,2053,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1068","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",17,6,"Switch",0,"Novel75",0,"Novel41",3,1203,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1069","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",18,6,"Switch",0,"Novel33",3,"Novel41",3,475,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1070","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",19,7,"Same",0,"Novel11",2,"Novel11",2,939,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1071","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",20,7,"Same",0,"Novel11",1,"Novel11",2,643,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1072","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",8,1,"Same",1,"Novel14",0,"Novel14",0,793,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1073","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",9,2,"Switch",1,"Novel6",2,"Novel72",1,1051,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1074","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",10,2,"Switch",1,"Novel72",1,"Novel72",1,1185,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1075","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",11,3,"Same",1,"Novel27",0,"Novel27",0,972,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1076","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",12,3,"Same",1,"Novel27",0,"Novel27",0,739,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1077","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",13,4,"Switch",1,"Novel76",3,"Novel92",0,1540,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1078","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",14,4,"Switch",1,"Novel56",3,"Novel92",0,811,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,FALSE
"1079","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",15,5,"Same",0,"Novel90",1,"Novel90",1,1258,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1080","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",16,5,"Same",0,"Novel90",2,"Novel90",1,972,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:11:33),TRUE,FALSE,4,0,TRUE
"1081","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",10,1,"Same",0,"Novel27",3,"Novel27",1,2000,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1082","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",11,2,"Switch",1,"Novel107",3,"Novel107",3,5511,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1083","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",12,3,"Same",0,"Novel26",3,"Novel26",1,2006,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1084","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",13,4,"Switch",0,"Novel66",3,"Novel34",2,2711,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,FALSE
"1089","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",5,0,"Switch",1,"Novel119",2,"Novel104",3,2860,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,FALSE
"1090","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",6,1,"Same",0,"Novel27",1,"Novel27",1,4304,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1091","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",7,2,"Switch",1,"Novel90",1,"Novel107",3,3401,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,FALSE
"1092","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",8,3,"Same",0,"Novel26",1,"Novel26",1,1525,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1093","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",9,0,"Switch",1,"Novel125",1,"Novel104",3,5709,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,TRUE,4,3,FALSE
"1094","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",14,5,"Same",1,"Novel45",2,"Novel45",2,2995,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1095","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",15,6,"Switch",0,"Novel96",0,"Novel62",2,3476,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,FALSE
"1096","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",16,7,"Same",1,"Novel51",2,"Novel51",2,5545,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1097","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",17,4,"Switch",0,"Novel34",1,"Novel34",2,5335,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1098","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",18,5,"Same",1,"Novel45",2,"Novel45",2,1691,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1099","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",19,6,"Switch",0,"Novel62",3,"Novel62",2,3410,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,TRUE
"1100","A2SL8R5B6QX4Q0","Jan 19 2014","10:09:50",20,7,"Same",1,"Novel44",0,"Novel51",2,2570,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:09:50),TRUE,FALSE,4,3,FALSE
"1101","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",8,3,"Same",1,"Novel113",0,"Novel113",0,2904,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1102","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",5,0,"Switch",0,"Novel134",3,"Novel50",2,3229,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1103","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",6,1,"Same",0,"Novel136",2,"Novel136",2,2612,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1104","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",7,2,"Switch",0,"Novel49",3,"Novel32",0,3247,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1109","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",19,6,"Switch",1,"Novel7",3,"Novel23",1,5714,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1110","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",20,7,"Same",1,"Novel61",0,"Novel61",0,2171,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1111","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",12,3,"Same",1,"Novel113",0,"Novel113",0,3689,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1112","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",9,0,"Switch",0,"Novel20",2,"Novel50",2,9639,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,TRUE,4,3,FALSE
"1113","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",10,1,"Same",0,"Novel136",1,"Novel136",2,5249,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1114","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",11,2,"Switch",0,"Novel52",0,"Novel32",0,6725,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1115","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",16,7,"Same",1,"Novel61",0,"Novel61",0,3052,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1116","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",13,4,"Switch",1,"Novel92",0,"Novel121",1,4022,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1117","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",14,5,"Same",0,"Novel123",2,"Novel123",2,3084,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1118","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",15,6,"Switch",1,"Novel117",2,"Novel23",1,4197,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1119","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",17,4,"Switch",1,"Novel122",2,"Novel121",1,3980,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,FALSE
"1120","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",18,5,"Same",0,"Novel123",1,"Novel123",2,6247,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:11:29),TRUE,FALSE,4,3,TRUE
"1122","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",12,3,"Switch",1,"Novel14",3,"Novel112",0,5572,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1123","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",13,4,"Same",0,"Novel106",0,"Novel106",0,846,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1124","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",14,5,"Switch",0,"Novel42",3,"Novel99",0,925,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1128","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",5,0,"Same",1,"Novel129",1,"Novel129",1,2769,"eyesdownleftarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1129","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",6,1,"Switch",1,"Novel80",0,"Novel120",1,837,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1130","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",7,2,"Same",0,"Novel93",3,"Novel93",3,1409,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1131","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",8,3,"Switch",1,"Novel135",3,"Novel112",0,1282,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1132","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",9,0,"Same",1,"Novel129",1,"Novel129",1,1557,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,TRUE,4,3,TRUE
"1133","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",10,1,"Switch",1,"Novel120",1,"Novel120",1,4480,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1134","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",11,2,"Same",0,"Novel93",0,"Novel93",3,1283,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1135","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",16,7,"Switch",0,"Novel131",1,"Novel3",3,1045,"eyesdownleftarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1136","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",17,4,"Same",0,"Novel106",2,"Novel106",0,1391,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1137","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",18,5,"Switch",0,"Novel118",0,"Novel99",0,5767,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1138","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",15,6,"Same",1,"Novel45",0,"Novel45",0,969,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1139","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",20,7,"Switch",0,"Novel67",2,"Novel3",3,6016,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,FALSE
"1140","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",19,6,"Same",1,"Novel45",0,"Novel45",0,813,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:32:34),TRUE,FALSE,4,3,TRUE
"1141","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",7,1,"Switch",1,"Novel116",0,"Novel43",2,5180,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1142","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",8,1,"Switch",1,"Novel79",1,"Novel43",2,2965,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1143","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",6,0,"Same",1,"Novel135",1,"Novel135",1,765,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,TRUE,4,0,TRUE
"1148","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",5,0,"Same",1,"Novel135",1,"Novel135",1,5007,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1149","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",19,7,"Switch",1,"Novel62",2,"Novel44",1,1560,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1150","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",20,7,"Switch",1,"Novel80",3,"Novel44",1,1326,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1151","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",12,3,"Switch",0,"Novel30",2,"Novel30",3,1872,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1152","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",9,2,"Same",0,"Novel1",3,"Novel1",3,3276,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1153","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",10,2,"Same",0,"Novel1",0,"Novel1",3,780,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1154","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",11,3,"Switch",0,"Novel18",0,"Novel30",3,281,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1155","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",16,5,"Switch",0,"Novel133",2,"Novel133",0,219,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1156","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",13,4,"Same",0,"Novel49",2,"Novel49",2,1623,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1157","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",14,4,"Same",0,"Novel49",1,"Novel49",2,889,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1158","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",15,5,"Switch",0,"Novel37",1,"Novel133",0,1997,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,FALSE
"1159","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",17,6,"Same",1,"Novel114",2,"Novel114",2,1436,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1160","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",18,6,"Same",1,"Novel114",2,"Novel114",2,1154,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:42:27),TRUE,FALSE,4,0,TRUE
"1162","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",12,3,"Switch",1,"Novel64",2,"Novel64",2,4721,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1163","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",13,4,"Same",0,"Novel41",2,"Novel41",2,5873,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1164","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",14,5,"Switch",1,"Novel137",2,"Novel132",1,2768,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1168","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",5,0,"Same",0,"Novel117",1,"Novel117",1,3325,"eyesdownleftarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1169","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",6,1,"Switch",0,"Novel122",0,"Novel18",2,2544,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1170","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",7,2,"Same",1,"Novel112",2,"Novel112",2,2754,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1171","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",8,3,"Switch",1,"Novel121",0,"Novel64",2,2370,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1172","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",9,0,"Same",0,"Novel117",0,"Novel117",1,2094,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,TRUE,4,3,TRUE
"1173","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",10,1,"Switch",0,"Novel87",3,"Novel18",2,3062,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1174","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",11,2,"Same",1,"Novel9",0,"Novel112",2,3607,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1175","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",16,7,"Switch",0,"Novel138",3,"Novel36",0,2211,"eyesrightarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1176","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",17,4,"Same",0,"Novel41",1,"Novel41",2,2247,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1177","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",18,5,"Switch",1,"Novel86",0,"Novel132",1,4329,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1178","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",15,6,"Same",1,"Novel34",0,"Novel34",0,2021,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1179","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",20,7,"Switch",0,"Novel30",2,"Novel36",0,4259,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,FALSE
"1180","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",19,6,"Same",1,"Novel34",0,"Novel34",0,1863,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:29:53),TRUE,FALSE,4,3,TRUE
"1181","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",7,1,"Same",0,"Novel94",0,"Novel94",0,2598,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:03:31),TRUE,FALSE,4,0,TRUE
"1182","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",8,1,"Same",0,"Novel129",2,"Novel94",0,1391,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:03:31),TRUE,FALSE,4,0,FALSE
"1183","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",6,0,"Switch",1,"Novel117",0,"Novel31",3,4326,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:03:31),TRUE,TRUE,4,0,FALSE
"1188","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",5,0,"Switch",1,"Novel133",2,"Novel31",3,4383,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:03:31),TRUE,FALSE,4,0,FALSE
"1189","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",18,6,"Switch",1,"Novel103",2,"Novel30",0,1471,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:03:31),TRUE,FALSE,4,0,FALSE
