"","subid","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","intervalNum","include","first.trial","numPicN","correct"
"7681","AUUAFG5DUF89I","17:09:45",1,"No-Social","Three",6,0,"Same",1,"squirrel",3,"",0,2494,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7682","AUUAFG5DUF89I","17:09:45",2,"No-Social","Three",6,0,"Same",1,"squirrel",1,"",0,1643,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7683","AUUAFG5DUF89I","17:09:45",3,"No-Social","Three",6,0,"Same",1,"tomato",4,"",0,1811,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7684","AUUAFG5DUF89I","17:09:45",4,"No-Social","Three",6,0,"Same",1,"tomato",0,"",0,1626,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7685","AUUAFG5DUF89I","17:09:45",5,"No-Social","Three",6,0,"Same",1,"Novel51",4,"Novel51",4,2296,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"7686","AUUAFG5DUF89I","17:09:45",6,"No-Social","Three",6,1,"Switch",0,"Novel50",5,"Novel61",0,2550,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"7687","AUUAFG5DUF89I","17:09:45",7,"No-Social","Three",6,2,"Same",1,"Novel17",1,"Novel17",1,3557,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"7688","AUUAFG5DUF89I","17:09:45",8,"No-Social","Three",6,3,"Switch",1,"Novel25",3,"Novel110",4,2096,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"7689","AUUAFG5DUF89I","17:09:45",9,"No-Social","Three",6,0,"Same",1,"Novel90",1,"Novel51",4,1540,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,FALSE
"7690","AUUAFG5DUF89I","17:09:45",10,"No-Social","Three",6,1,"Switch",0,"Novel95",0,"Novel61",0,3552,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7691","AUUAFG5DUF89I","17:09:45",11,"No-Social","Three",6,2,"Same",1,"Novel17",1,"Novel17",1,2528,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7692","AUUAFG5DUF89I","17:09:45",12,"No-Social","Three",6,3,"Switch",1,"Novel37",0,"Novel110",4,4008,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7693","AUUAFG5DUF89I","17:09:45",13,"No-Social","Three",6,4,"Same",0,"Novel125",4,"Novel125",4,1954,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"7694","AUUAFG5DUF89I","17:09:45",14,"No-Social","Three",6,5,"Switch",0,"Novel107",5,"Novel127",4,2823,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"7695","AUUAFG5DUF89I","17:09:45",15,"No-Social","Three",6,6,"Same",0,"Novel60",2,"Novel60",2,2524,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"7696","AUUAFG5DUF89I","17:09:45",16,"No-Social","Three",6,7,"Switch",1,"Novel24",5,"Novel22",0,2809,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"7697","AUUAFG5DUF89I","17:09:45",17,"No-Social","Three",6,4,"Same",0,"Novel134",4,"Novel125",4,2191,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7698","AUUAFG5DUF89I","17:09:45",18,"No-Social","Three",6,5,"Switch",0,"Novel8",1,"Novel127",4,1749,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7699","AUUAFG5DUF89I","17:09:45",19,"No-Social","Three",6,6,"Same",0,"Novel77",2,"Novel60",2,1679,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7700","AUUAFG5DUF89I","17:09:45",20,"No-Social","Three",6,7,"Switch",1,"Novel59",3,"Novel22",0,2226,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7701","AUUIJIOQCJKC1","18:30:04",1,"Social","Three",6,0,"Switch",0,"squirrel",3,"",0,2879,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7702","AUUIJIOQCJKC1","18:30:04",2,"Social","Three",6,0,"Switch",0,"squirrel",1,"",0,1113,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7703","AUUIJIOQCJKC1","18:30:04",3,"Social","Three",6,0,"Switch",0,"tomato",4,"",0,1946,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7704","AUUIJIOQCJKC1","18:30:04",4,"Social","Three",6,0,"Switch",0,"tomato",0,"",0,844,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7705","AUUIJIOQCJKC1","18:30:04",5,"Social","Three",6,0,"Switch",0,"Novel129",2,"Novel100",0,3486,"eyes_left",0,1,0,0,3,TRUE,FALSE,6,FALSE
"7706","AUUIJIOQCJKC1","18:30:04",6,"Social","Three",6,1,"Same",1,"Novel1",4,"Novel1",4,766,"eyes_down_right",2,1,0,0,3,TRUE,FALSE,6,TRUE
"7707","AUUIJIOQCJKC1","18:30:04",7,"Social","Three",6,2,"Switch",1,"Novel95",3,"Novel48",5,347,"eyes_down_left",1,1,0,0,3,TRUE,FALSE,6,FALSE
"7708","AUUIJIOQCJKC1","18:30:04",8,"Social","Three",6,3,"Same",0,"Novel16",0,"Novel16",0,549,"eyes_left_90",4,1,0,0,3,TRUE,FALSE,6,TRUE
"7709","AUUIJIOQCJKC1","18:30:04",9,"Social","Three",6,0,"Switch",0,"Novel100",1,"Novel100",0,5147,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,TRUE
"7710","AUUIJIOQCJKC1","18:30:04",10,"Social","Three",6,1,"Same",1,"Novel118",3,"Novel1",4,2156,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7711","AUUIJIOQCJKC1","18:30:04",11,"Social","Three",6,2,"Switch",1,"Novel78",3,"Novel48",5,4912,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7712","AUUIJIOQCJKC1","18:30:04",12,"Social","Three",6,3,"Same",0,"Novel73",3,"Novel16",0,3277,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7713","AUUIJIOQCJKC1","18:30:04",13,"Social","Three",6,4,"Switch",1,"Novel79",5,"Novel138",3,1681,"eyes_right",3,1,0,0,3,TRUE,FALSE,6,FALSE
"7714","AUUIJIOQCJKC1","18:30:04",14,"Social","Three",6,5,"Same",0,"Novel27",5,"Novel27",5,837,"eyes_right",3,1,0,0,3,TRUE,FALSE,6,TRUE
"7715","AUUIJIOQCJKC1","18:30:04",15,"Social","Three",6,6,"Switch",0,"Novel69",1,"Novel87",0,303,"eyes_right_90",5,1,0,0,3,TRUE,FALSE,6,FALSE
"7716","AUUIJIOQCJKC1","18:30:04",16,"Social","Three",6,7,"Same",1,"Novel33",1,"Novel33",1,1413,"eyes_right_90",5,1,0,0,3,TRUE,FALSE,6,TRUE
"7717","AUUIJIOQCJKC1","18:30:04",17,"Social","Three",6,4,"Switch",1,"Novel115",2,"Novel138",3,3077,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7718","AUUIJIOQCJKC1","18:30:04",18,"Social","Three",6,5,"Same",0,"Novel121",5,"Novel27",5,3502,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7719","AUUIJIOQCJKC1","18:30:04",19,"Social","Three",6,6,"Switch",0,"Novel45",3,"Novel87",0,2991,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7720","AUUIJIOQCJKC1","18:30:04",20,"Social","Three",6,7,"Same",1,"Novel33",1,"Novel33",1,1330,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7721","AV4KI0QXERDVO","16:39:07",1,"No-Social","Zero",6,0,"Same",0,"squirrel",3,"",0,3102,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"7722","AV4KI0QXERDVO","16:39:07",2,"No-Social","Zero",6,0,"Same",0,"squirrel",1,"",0,2142,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"7723","AV4KI0QXERDVO","16:39:07",3,"No-Social","Zero",6,0,"Same",0,"tomato",4,"",0,1810,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"7724","AV4KI0QXERDVO","16:39:07",4,"No-Social","Zero",6,0,"Same",0,"tomato",0,"",0,2231,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"7725","AV4KI0QXERDVO","16:39:07",5,"No-Social","Zero",6,0,"Same",0,"Novel37",1,"Novel37",1,8486,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE
"7726","AV4KI0QXERDVO","16:39:07",6,"No-Social","Zero",6,0,"Same",0,"Novel37",0,"Novel37",1,1342,"eyescenter",-1,0,1,0,0,TRUE,TRUE,6,TRUE
"7727","AV4KI0QXERDVO","16:39:07",7,"No-Social","Zero",6,1,"Switch",1,"Novel27",1,"Novel44",4,2229,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE
"7728","AV4KI0QXERDVO","16:39:07",8,"No-Social","Zero",6,1,"Switch",1,"Novel44",4,"Novel44",4,3853,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"7729","AV4KI0QXERDVO","16:39:07",9,"No-Social","Zero",6,2,"Same",1,"Novel25",3,"Novel25",3,1339,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE
"7730","AV4KI0QXERDVO","16:39:07",10,"No-Social","Zero",6,2,"Same",1,"Novel25",3,"Novel25",3,1045,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"7731","AV4KI0QXERDVO","16:39:07",11,"No-Social","Zero",6,3,"Switch",1,"Novel63",2,"Novel128",5,4802,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE
"7732","AV4KI0QXERDVO","16:39:07",12,"No-Social","Zero",6,3,"Switch",1,"Novel56",1,"Novel128",5,1906,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"7733","AV4KI0QXERDVO","16:39:07",13,"No-Social","Zero",6,4,"Same",0,"Novel19",2,"Novel19",2,2757,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE
"7734","AV4KI0QXERDVO","16:39:07",14,"No-Social","Zero",6,4,"Same",0,"Novel19",4,"Novel19",2,1449,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"7735","AV4KI0QXERDVO","16:39:07",15,"No-Social","Zero",6,5,"Switch",0,"Novel81",3,"Novel6",5,2181,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE
"7736","AV4KI0QXERDVO","16:39:07",16,"No-Social","Zero",6,5,"Switch",0,"Novel133",3,"Novel6",5,1772,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"7737","AV4KI0QXERDVO","16:39:07",17,"No-Social","Zero",6,6,"Same",1,"Novel66",0,"Novel66",0,1257,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE
"7738","AV4KI0QXERDVO","16:39:07",18,"No-Social","Zero",6,6,"Same",1,"Novel66",0,"Novel66",0,1003,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"7739","AV4KI0QXERDVO","16:39:07",19,"No-Social","Zero",6,7,"Switch",0,"Novel124",4,"Novel21",0,1643,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE
"7740","AV4KI0QXERDVO","16:39:07",20,"No-Social","Zero",6,7,"Switch",0,"Novel21",1,"Novel21",0,1783,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"7741","AVCL5NSNNRFVK","19:35:11",1,"No-Social","One",6,0,"Same",0,"squirrel",3,"",0,1941,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7742","AVCL5NSNNRFVK","19:35:11",2,"No-Social","One",6,0,"Same",0,"squirrel",1,"",0,1370,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7743","AVCL5NSNNRFVK","19:35:11",3,"No-Social","One",6,0,"Same",0,"tomato",4,"",0,1345,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7744","AVCL5NSNNRFVK","19:35:11",4,"No-Social","One",6,0,"Same",0,"tomato",0,"",0,1073,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7745","AVCL5NSNNRFVK","19:35:11",5,"No-Social","One",6,0,"Same",0,"Novel123",5,"Novel123",5,5167,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"7746","AVCL5NSNNRFVK","19:35:11",6,"No-Social","One",6,1,"Switch",1,"Novel68",2,"Novel72",0,5005,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"7747","AVCL5NSNNRFVK","19:35:11",7,"No-Social","One",6,0,"Same",0,"Novel17",5,"Novel123",5,5398,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,FALSE
"7748","AVCL5NSNNRFVK","19:35:11",8,"No-Social","One",6,1,"Switch",1,"Novel72",0,"Novel72",0,7155,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7749","AVCL5NSNNRFVK","19:35:11",9,"No-Social","One",6,2,"Same",1,"Novel92",0,"Novel92",0,4800,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"7750","AVCL5NSNNRFVK","19:35:11",10,"No-Social","One",6,3,"Switch",1,"Novel48",4,"Novel100",1,5984,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"7751","AVCL5NSNNRFVK","19:35:11",11,"No-Social","One",6,2,"Same",1,"Novel58",4,"Novel92",0,4232,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7752","AVCL5NSNNRFVK","19:35:11",12,"No-Social","One",6,3,"Switch",1,"Novel133",5,"Novel100",1,6547,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7753","AVCL5NSNNRFVK","19:35:11",13,"No-Social","One",6,4,"Same",1,"Novel108",5,"Novel108",5,5018,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"7754","AVCL5NSNNRFVK","19:35:11",14,"No-Social","One",6,5,"Switch",0,"Novel57",2,"Novel80",0,3732,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"7755","AVCL5NSNNRFVK","19:35:11",15,"No-Social","One",6,4,"Same",1,"Novel136",4,"Novel108",5,2242,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7756","AVCL5NSNNRFVK","19:35:11",16,"No-Social","One",6,5,"Switch",0,"Novel33",5,"Novel80",0,3461,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7757","AVCL5NSNNRFVK","19:35:11",17,"No-Social","One",6,6,"Same",0,"Novel98",1,"Novel98",1,4699,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"7758","AVCL5NSNNRFVK","19:35:11",18,"No-Social","One",6,7,"Switch",0,"Novel85",2,"Novel54",1,5931,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"7759","AVCL5NSNNRFVK","19:35:11",19,"No-Social","One",6,6,"Same",0,"Novel98",0,"Novel98",1,1422,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7760","AVCL5NSNNRFVK","19:35:11",20,"No-Social","One",6,7,"Switch",0,"Novel54",0,"Novel54",1,4168,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7761","AVMZFF6PA1MM","06:18:37",1,"Social","One",6,0,"Switch",1,"squirrel",3,"",0,1659,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7762","AVMZFF6PA1MM","06:18:37",2,"Social","One",6,0,"Switch",1,"squirrel",1,"",0,1310,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7763","AVMZFF6PA1MM","06:18:37",3,"Social","One",6,0,"Switch",1,"tomato",4,"",0,1647,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7764","AVMZFF6PA1MM","06:18:37",4,"Social","One",6,0,"Switch",1,"tomato",0,"",0,1225,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7765","AVMZFF6PA1MM","06:18:37",5,"Social","One",6,0,"Switch",1,"Novel124",3,"Novel33",5,3061,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"7766","AVMZFF6PA1MM","06:18:37",6,"Social","One",6,1,"Same",1,"Novel62",0,"Novel62",0,3449,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,TRUE
"7767","AVMZFF6PA1MM","06:18:37",7,"Social","One",6,0,"Switch",1,"Novel93",3,"Novel33",5,7337,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,FALSE
"7768","AVMZFF6PA1MM","06:18:37",8,"Social","One",6,1,"Same",1,"Novel62",0,"Novel62",0,1490,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7769","AVMZFF6PA1MM","06:18:37",9,"Social","One",6,2,"Switch",0,"Novel132",3,"Novel82",4,1818,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"7770","AVMZFF6PA1MM","06:18:37",10,"Social","One",6,3,"Same",1,"Novel73",2,"Novel73",2,1759,"eyes_left",0,1,0,0,1,TRUE,FALSE,6,TRUE
"7771","AVMZFF6PA1MM","06:18:37",11,"Social","One",6,2,"Switch",0,"Novel82",1,"Novel82",4,6043,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7772","AVMZFF6PA1MM","06:18:37",12,"Social","One",6,3,"Same",1,"Novel73",2,"Novel73",2,1025,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7773","AVMZFF6PA1MM","06:18:37",13,"Social","One",6,4,"Switch",1,"Novel36",0,"Novel92",2,2758,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,FALSE
"7774","AVMZFF6PA1MM","06:18:37",14,"Social","One",6,5,"Same",0,"Novel37",1,"Novel37",1,1787,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"7775","AVMZFF6PA1MM","06:18:37",15,"Social","One",6,4,"Switch",1,"Novel75",5,"Novel92",2,8195,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7776","AVMZFF6PA1MM","06:18:37",16,"Social","One",6,5,"Same",0,"Novel37",4,"Novel37",1,3002,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7777","AVMZFF6PA1MM","06:18:37",17,"Social","One",6,6,"Switch",0,"Novel96",3,"Novel107",5,2058,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"7778","AVMZFF6PA1MM","06:18:37",18,"Social","One",6,7,"Same",0,"Novel38",2,"Novel38",2,1328,"eyes_left",0,1,0,0,1,TRUE,FALSE,6,TRUE
"7779","AVMZFF6PA1MM","06:18:37",19,"Social","One",6,6,"Switch",0,"Novel19",5,"Novel107",5,5858,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7780","AVMZFF6PA1MM","06:18:37",20,"Social","One",6,7,"Same",0,"Novel38",3,"Novel38",2,7883,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7781","AVNCVUNSUCUE3","22:39:33",1,"Social","Three",6,0,"Same",0,"squirrel",3,"",0,1468,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7782","AVNCVUNSUCUE3","22:39:33",2,"Social","Three",6,0,"Same",0,"squirrel",1,"",0,1417,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7783","AVNCVUNSUCUE3","22:39:33",3,"Social","Three",6,0,"Same",0,"tomato",4,"",0,1446,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7784","AVNCVUNSUCUE3","22:39:33",4,"Social","Three",6,0,"Same",0,"tomato",0,"",0,1192,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"7785","AVNCVUNSUCUE3","22:39:33",5,"Social","Three",6,0,"Same",0,"Novel10",2,"Novel10",2,1947,"eyes_left",0,1,0,0,3,TRUE,FALSE,6,TRUE
"7786","AVNCVUNSUCUE3","22:39:33",6,"Social","Three",6,1,"Switch",0,"Novel117",0,"Novel72",2,1496,"eyes_left_90",4,1,0,0,3,TRUE,FALSE,6,FALSE
"7787","AVNCVUNSUCUE3","22:39:33",7,"Social","Three",6,2,"Same",1,"Novel95",4,"Novel95",4,1951,"eyes_down_right",2,1,0,0,3,TRUE,FALSE,6,TRUE
"7788","AVNCVUNSUCUE3","22:39:33",8,"Social","Three",6,3,"Switch",1,"Novel98",0,"Novel74",3,1576,"eyes_left_90",4,1,0,0,3,TRUE,FALSE,6,FALSE
"7789","AVNCVUNSUCUE3","22:39:33",9,"Social","Three",6,0,"Same",0,"Novel10",4,"Novel10",2,2115,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,TRUE
"7790","AVNCVUNSUCUE3","22:39:33",10,"Social","Three",6,1,"Switch",0,"Novel72",5,"Novel72",2,1616,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7791","AVNCVUNSUCUE3","22:39:33",11,"Social","Three",6,2,"Same",1,"Novel95",4,"Novel95",4,1418,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7792","AVNCVUNSUCUE3","22:39:33",12,"Social","Three",6,3,"Switch",1,"Novel74",3,"Novel74",3,3604,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7793","AVNCVUNSUCUE3","22:39:33",13,"Social","Three",6,4,"Same",0,"Novel31",2,"Novel31",2,2167,"eyes_left",0,1,0,0,3,TRUE,FALSE,6,TRUE
"7794","AVNCVUNSUCUE3","22:39:33",14,"Social","Three",6,5,"Switch",0,"Novel12",3,"Novel26",5,1649,"eyes_down_left",1,1,0,0,3,TRUE,FALSE,6,FALSE
"7795","AVNCVUNSUCUE3","22:39:33",15,"Social","Three",6,6,"Same",1,"Novel136",3,"Novel136",3,1274,"eyes_down_left",1,1,0,0,3,TRUE,FALSE,6,TRUE
"7796","AVNCVUNSUCUE3","22:39:33",16,"Social","Three",6,7,"Switch",1,"Novel60",0,"Novel6",3,1273,"eyes_left_90",4,1,0,0,3,TRUE,FALSE,6,FALSE
"7797","AVNCVUNSUCUE3","22:39:33",17,"Social","Three",6,4,"Same",0,"Novel31",1,"Novel31",2,1889,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7798","AVNCVUNSUCUE3","22:39:33",18,"Social","Three",6,5,"Switch",0,"Novel46",2,"Novel26",5,6820,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7799","AVNCVUNSUCUE3","22:39:33",19,"Social","Three",6,6,"Same",1,"Novel136",3,"Novel136",3,1073,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"7800","AVNCVUNSUCUE3","22:39:33",20,"Social","Three",6,7,"Switch",1,"Novel132",0,"Novel6",3,3289,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"7801","AW4E2IXP7IEPL","14:59:44",1,"Social","One",6,0,"Same",0,"squirrel",3,"",0,3085,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7802","AW4E2IXP7IEPL","14:59:44",2,"Social","One",6,0,"Same",0,"squirrel",1,"",0,1265,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7803","AW4E2IXP7IEPL","14:59:44",3,"Social","One",6,0,"Same",0,"tomato",4,"",0,1886,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7804","AW4E2IXP7IEPL","14:59:44",4,"Social","One",6,0,"Same",0,"tomato",0,"",0,971,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"7805","AW4E2IXP7IEPL","14:59:44",5,"Social","One",6,0,"Same",0,"Novel29",4,"Novel29",4,4669,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,TRUE
"7806","AW4E2IXP7IEPL","14:59:44",6,"Social","One",6,1,"Switch",1,"Novel86",4,"Novel43",0,3191,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,FALSE
"7807","AW4E2IXP7IEPL","14:59:44",7,"Social","One",6,0,"Same",0,"Novel29",3,"Novel29",4,1908,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE
"7808","AW4E2IXP7IEPL","14:59:44",8,"Social","One",6,1,"Switch",1,"Novel101",1,"Novel43",0,4649,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7809","AW4E2IXP7IEPL","14:59:44",9,"Social","One",6,2,"Same",0,"Novel100",3,"Novel100",3,3427,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,TRUE
"7810","AW4E2IXP7IEPL","14:59:44",10,"Social","One",6,3,"Switch",0,"Novel72",5,"Novel60",2,2167,"eyes_right",3,1,0,0,1,TRUE,FALSE,6,FALSE
"7811","AW4E2IXP7IEPL","14:59:44",11,"Social","One",6,2,"Same",0,"Novel100",1,"Novel100",3,1642,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7812","AW4E2IXP7IEPL","14:59:44",12,"Social","One",6,3,"Switch",0,"Novel60",5,"Novel60",2,873,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7813","AW4E2IXP7IEPL","14:59:44",13,"Social","One",6,4,"Same",1,"Novel94",0,"Novel94",0,26124,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,TRUE
"7814","AW4E2IXP7IEPL","14:59:44",14,"Social","One",6,5,"Switch",0,"Novel52",3,"Novel25",0,1950,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"7815","AW4E2IXP7IEPL","14:59:44",15,"Social","One",6,4,"Same",1,"Novel94",0,"Novel94",0,1199,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7816","AW4E2IXP7IEPL","14:59:44",16,"Social","One",6,5,"Switch",0,"Novel25",4,"Novel25",0,2716,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7817","AW4E2IXP7IEPL","14:59:44",17,"Social","One",6,6,"Same",1,"Novel104",0,"Novel104",0,1295,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,TRUE
"7818","AW4E2IXP7IEPL","14:59:44",18,"Social","One",6,7,"Switch",1,"Novel140",2,"Novel48",0,1731,"eyes_left",0,1,0,0,1,TRUE,FALSE,6,FALSE
"7819","AW4E2IXP7IEPL","14:59:44",19,"Social","One",6,6,"Same",1,"Novel104",0,"Novel104",0,1115,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"7820","AW4E2IXP7IEPL","14:59:44",20,"Social","One",6,7,"Switch",1,"Novel32",3,"Novel48",0,1684,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"7821","AWRMHUCV3KAW9","13:58:41",1,"Social","Seven",6,0,"Switch",0,"squirrel",3,"",0,6186,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE
"7822","AWRMHUCV3KAW9","13:58:41",2,"Social","Seven",6,0,"Switch",0,"squirrel",1,"",0,1476,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE
"7823","AWRMHUCV3KAW9","13:58:41",3,"Social","Seven",6,0,"Switch",0,"tomato",4,"",0,2263,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE
