subid,gender,age,age_bin,condition,trial,itemNum,trialType,samePos,chosen,chosen_idx,kept,kept_idx,rt,faceVid,faceIdx,trial_cat,correct,include,version_expt,condition_expt,trial_type_redo,chosen_exposure,kept_exposure,correct_exposure,faceVid_expo,faceVid_expo_idx
52,f,3.75,3,Social,14,5,2,1,Novel10,1,Novel1,0,11385,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel24,Novel1,TRUE,RDkidslonger,1
53,f,3.52,3,No-social,4,0,1,0,Novel13,0,Novel13,1,2798,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel13,Novel13,TRUE,straightaheadlonger,1
53,f,3.52,3,No-social,6,1,1,1,Novel5,0,Novel25,1,6589,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel25,Novel25,TRUE,straightaheadlonger,1
53,f,3.52,3,No-social,8,2,2,1,Novel4,1,Novel4,1,5480,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel1,Novel4,FALSE,straightaheadlonger,1
53,f,3.52,3,No-social,10,3,2,0,Novel9,0,Novel12,0,4455,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel21,Novel12,TRUE,straightaheadlonger,1
53,f,3.52,3,No-social,12,4,1,0,Novel26,1,Novel26,0,4064,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel26,Novel26,FALSE,straightaheadlonger,1
53,f,3.52,3,No-social,14,5,2,1,Novel20,1,Novel20,1,2525,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel18,Novel20,FALSE,straightaheadlonger,1
54,m,4.55,4,Social,4,0,1,0,Novel17,1,Novel17,0,5158,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel17,Novel17,TRUE,LDkidslonger,0
54,m,4.55,4,Social,6,1,1,1,Novel25,0,Novel25,0,2193,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel25,Novel25,TRUE,LDkidslonger,0
54,m,4.55,4,Social,8,2,2,1,Novel6,1,Novel22,0,13367,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel14,Novel22,TRUE,RDkidslonger,1
54,m,4.55,4,Social,10,3,2,0,Novel20,1,Novel20,0,11074,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel27,Novel20,TRUE,RDkidslonger,1
54,m,4.55,4,Social,12,4,1,0,Novel5,1,Novel5,0,3183,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel5,Novel5,TRUE,LDkidslonger,0
54,m,4.55,4,Social,14,5,2,1,Novel7,1,Novel18,0,3735,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel3,Novel18,TRUE,RDkidslonger,1
55,m,5.26,5,No-social,4,0,1,1,Novel14,0,Novel14,0,3989,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel14,Novel14,FALSE,straightaheadlonger,1
55,m,5.26,5,No-social,6,1,1,0,Novel25,1,Novel25,0,1218,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel25,Novel25,FALSE,straightaheadlonger,1
55,m,5.26,5,No-social,8,2,2,0,Novel24,1,Novel21,1,3866,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel6,Novel21,FALSE,straightaheadlonger,1
55,m,5.26,5,No-social,10,3,2,1,Novel26,0,Novel5,1,1889,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel19,Novel5,FALSE,straightaheadlonger,1
55,m,5.26,5,No-social,12,4,1,1,Novel9,1,Novel9,1,3797,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel9,Novel9,TRUE,straightaheadlonger,1
55,m,5.26,5,No-social,14,5,2,0,Novel11,0,Novel15,0,1303,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel17,Novel15,TRUE,straightaheadlonger,1
56,m,4.02,4,Social,4,0,1,1,Novel15,1,Novel15,1,2608,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel15,Novel15,TRUE,RDkidslonger,1
56,m,4.02,4,Social,6,1,1,0,Novel23,0,Novel23,1,2031,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel23,Novel23,TRUE,RDkidslonger,1
56,m,4.02,4,Social,8,2,2,0,Novel12,1,Novel12,0,5252,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel10,Novel12,TRUE,RDkidslonger,1
56,m,4.02,4,Social,10,3,2,1,Novel18,1,Novel5,0,6181,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel16,Novel5,TRUE,RDkidslonger,1
56,m,4.02,4,Social,12,4,1,1,Novel8,1,Novel8,1,5267,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel8,Novel8,FALSE,LDkidslonger,0
56,m,4.02,4,Social,14,5,2,0,Novel26,0,Novel27,0,1522,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel6,Novel27,TRUE,RDkidslonger,1
57,f,2.26,2,No-social,4,0,1,0,Novel7,1,Novel7,0,4194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
57,f,2.26,2,No-social,6,1,1,1,Novel24,1,Novel24,1,3379,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel24,Novel24,TRUE,straightaheadlonger,1
57,f,2.26,2,No-social,8,2,2,0,Novel20,1,Novel20,0,2864,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel18,Novel20,TRUE,straightaheadlonger,1
57,f,2.26,2,No-social,10,3,2,1,Novel1,1,Novel27,0,4380,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel26,Novel27,TRUE,straightaheadlonger,1
57,f,2.26,2,No-social,12,4,1,0,Novel21,0,Novel21,1,3950,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel21,Novel21,TRUE,straightaheadlonger,1
57,f,2.26,2,No-social,14,5,2,1,Novel11,1,Novel23,0,2790,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel13,Novel23,TRUE,straightaheadlonger,1
58,f,2.5,2,No-social,4,0,1,1,Novel25,1,Novel27,0,6174,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel27,Novel27,FALSE,straightaheadlonger,1
58,f,2.5,2,No-social,6,1,1,0,Novel2,1,Novel14,1,2950,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel14,Novel14,TRUE,straightaheadlonger,1
58,f,2.5,2,No-social,8,2,2,0,Novel24,0,Novel15,0,7390,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel22,Novel15,TRUE,straightaheadlonger,1
58,f,2.5,2,No-social,10,3,2,1,Novel7,1,Novel23,0,3521,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel1,Novel23,TRUE,straightaheadlonger,1
58,f,2.5,2,No-social,12,4,1,1,Novel28,1,Novel18,0,3119,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel18,Novel18,FALSE,straightaheadlonger,1
58,f,2.5,2,No-social,14,5,2,0,Novel4,1,Novel4,0,749,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel11,Novel4,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,4,0,1,1,Novel12,1,Novel12,1,2229,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel12,Novel12,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,6,1,1,0,Novel9,0,Novel9,1,2371,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel9,Novel9,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,8,2,2,0,Novel28,0,Novel11,0,13725,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel2,Novel11,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,10,3,2,1,Novel25,1,Novel5,0,2461,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel7,Novel5,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,12,4,1,1,Novel8,1,Novel8,1,1753,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel8,Novel8,TRUE,straightaheadlonger,1
59,f,4.13,4,No-social,14,5,2,0,Novel16,0,Novel3,0,4229,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel4,Novel3,TRUE,straightaheadlonger,1
60,m,3.81,3,Social,4,0,1,0,Novel21,1,Novel21,0,2562,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel21,Novel21,TRUE,LDkidslonger,0
60,m,3.81,3,Social,6,1,1,1,Novel9,1,Novel9,1,2731,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel9,Novel9,TRUE,RDkidslonger,1
60,m,3.81,3,Social,8,2,2,1,Novel5,1,Novel11,0,3571,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel6,Novel11,TRUE,RDkidslonger,1
60,m,3.81,3,Social,10,3,2,0,Novel22,1,Novel22,0,3938,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel12,Novel22,FALSE,LDkidslonger,0
60,m,3.81,3,Social,12,4,1,0,Novel13,1,Novel7,1,4365,RDkidslonger,1,test,FALSE,1,v2,social,Same,Novel7,Novel7,TRUE,RDkidslonger,1
60,m,3.81,3,Social,14,5,2,1,Novel14,1,Novel3,0,3703,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel2,Novel3,TRUE,RDkidslonger,1
61,m,3.08,3,Social,4,0,1,0,Novel8,0,Novel16,0,3830,LDkidslonger,0,test,FALSE,1,v2,social,Same,Novel16,Novel16,TRUE,LDkidslonger,0
61,m,3.08,3,Social,6,1,1,1,Novel2,1,Novel20,0,3616,LDkidslonger,0,test,FALSE,1,v2,social,Same,Novel20,Novel20,TRUE,LDkidslonger,0
61,m,3.08,3,Social,8,2,2,1,Novel4,0,Novel4,0,3512,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel17,Novel4,FALSE,LDkidslonger,0
61,m,3.08,3,Social,10,3,2,0,Novel27,1,Novel27,0,2020,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel14,Novel27,TRUE,RDkidslonger,1
61,m,3.08,3,Social,12,4,1,0,Novel5,0,Novel25,0,1777,LDkidslonger,0,test,FALSE,1,v2,social,Same,Novel25,Novel25,TRUE,LDkidslonger,0
61,m,3.08,3,Social,14,5,2,1,Novel12,0,Novel3,1,7862,LDkidslonger,0,test,FALSE,1,v2,social,Switch,Novel1,Novel3,TRUE,LDkidslonger,0
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,4,0,1,1,Novel11,0,Novel11,0,6433,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel11,Novel11,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,6,1,1,0,Novel15,0,Novel7,0,9103,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,8,2,2,1,Novel20,0,Novel17,1,4412,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Switch,Novel22,Novel17,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,10,3,2,0,Novel25,0,Novel25,1,3309,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel12,Novel25,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,12,4,1,1,Novel4,1,Novel2,0,6242,straightaheadlonger,-1,test,FALSE,0,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
