"subid","itemNum","X.1","X","submit.date","submit.time","trial.num","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt.x","numPic","interval","day.and.time","correct","include","first.trial","numPicN","intervalNum","condition","testTrial","dataset","face","faceIdx","exposureTrial","exampleTrial","choseSocial","rt.y"
"A2RJTBILNKNRJA",4,25022,2274,"Apr 22 2014","01:28:56",14,"Switch",0,"Novel113",0,"Novel10",0,5472,4,4,"(Apr 22 2014 01:28:56)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,8273
"A2RJTBILNKNRJA",5,25024,2276,"Apr 22 2014","01:28:56",16,"Same",1,"Novel68",2,"Novel68",2,607,4,4,"(Apr 22 2014 01:28:56)",NA,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,202
"A2RJTBILNKNRJA",6,25026,2278,"Apr 22 2014","01:28:56",18,"Switch",1,"Novel83",0,"Novel90",3,1988,4,4,"(Apr 22 2014 01:28:56)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,915
"A2RJTBILNKNRJA",7,25028,2280,"Apr 22 2014","01:28:56",20,"Same",0,"Novel37",2,"Novel37",3,1924,4,4,"(Apr 22 2014 01:28:56)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,776
"A2RMJNF6IPI42F",0,10981,3913,"May 02 2014","11:21:43",13,"Switch",0,"Novel123",0,"Novel123",1,2042,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,TRUE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1625
"A2RMJNF6IPI42F",1,10982,3914,"May 02 2014","11:21:43",14,"Same",1,"Novel20",0,"Novel20",0,1070,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1797
"A2RMJNF6IPI42F",2,10983,3915,"May 02 2014","11:21:43",15,"Switch",1,"Novel107",0,"Novel15",1,1895,2,2,"(May 02 2014 11:21:43)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1595
"A2RMJNF6IPI42F",3,10984,3916,"May 02 2014","11:21:43",16,"Same",0,"Novel33",1,"Novel33",0,1682,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1087
"A2RMJNF6IPI42F",4,10985,3917,"May 02 2014","11:21:43",17,"Switch",0,"Novel60",0,"Novel60",1,998,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1478
"A2RMJNF6IPI42F",5,10986,3918,"May 02 2014","11:21:43",18,"Same",1,"Novel85",0,"Novel85",0,1111,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1390
"A2RMJNF6IPI42F",6,10987,3919,"May 02 2014","11:21:43",19,"Switch",1,"Novel138",1,"Novel138",1,1091,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1267
"A2RMJNF6IPI42F",7,10988,3920,"May 02 2014","11:21:43",20,"Same",0,"Novel28",1,"Novel28",0,2122,2,2,"(May 02 2014 11:21:43)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1286
"A2RO8G5CDFPRQ6",0,3225,4481,"Aug 12 2013","07:22:03",13,"Same",1,"Novel94",0,"Novel94",0,875,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,TRUE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",1,3226,4482,"Aug 12 2013","07:22:03",14,"Switch",1,"Novel20",0,"Novel99",1,3051,2,7,"(Aug 12 2013 07:22:03)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",2,3227,4483,"Aug 12 2013","07:22:03",15,"Same",0,"Novel140",0,"Novel140",1,1209,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",3,3228,4484,"Aug 12 2013","07:22:03",16,"Switch",0,"Novel83",1,"Novel83",0,3063,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",4,3229,4485,"Aug 12 2013","07:22:03",17,"Same",0,"Novel71",0,"Novel71",1,1757,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",5,3230,4486,"Aug 12 2013","07:22:03",18,"Switch",1,"Novel5",0,"Novel5",0,2405,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",6,3231,4487,"Aug 12 2013","07:22:03",19,"Same",1,"Novel126",0,"Novel126",0,2845,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RO8G5CDFPRQ6",7,3232,4488,"Aug 12 2013","07:22:03",20,"Switch",0,"Novel21",1,"Novel21",0,2450,2,7,"(Aug 12 2013 07:22:03)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",0,3233,4489,"Aug 11 2013","17:11:30",6,"Same",0,"Novel59",0,"Novel59",1,1178,2,0,"(Aug 11 2013 17:11:30)",TRUE,TRUE,TRUE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",1,3234,4490,"Aug 11 2013","17:11:30",8,"Switch",0,"Novel76",0,"Novel4",0,2659,2,0,"(Aug 11 2013 17:11:30)",FALSE,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",2,3235,4491,"Aug 11 2013","17:11:30",10,"Same",1,"Novel66",1,"Novel66",1,461,2,0,"(Aug 11 2013 17:11:30)",NA,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",3,3236,4492,"Aug 11 2013","17:11:30",12,"Switch",0,"Novel125",0,"Novel51",0,891,2,0,"(Aug 11 2013 17:11:30)",FALSE,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",4,3237,4493,"Aug 11 2013","17:11:30",14,"Same",0,"Novel128",0,"Novel128",1,808,2,0,"(Aug 11 2013 17:11:30)",TRUE,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",5,3238,4494,"Aug 11 2013","17:11:30",16,"Switch",1,"Novel140",0,"Novel140",0,726,2,0,"(Aug 11 2013 17:11:30)",TRUE,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",6,3239,4495,"Aug 11 2013","17:11:30",18,"Same",1,"Novel49",0,"Novel49",0,539,2,0,"(Aug 11 2013 17:11:30)",TRUE,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2ROEDPG6K3NR3",7,3240,4496,"Aug 11 2013","17:11:30",20,"Switch",1,"Novel98",1,"Novel134",0,233,2,0,"(Aug 11 2013 17:11:30)",NA,TRUE,FALSE,2,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RPVHC2TGR5NT",1,25042,2314,"Apr 22 2014","14:54:45",14,"Switch",0,"Novel86",2,"Novel86",0,2129,4,2,"(Apr 22 2014 14:54:45)",TRUE,TRUE,FALSE,4,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,2692
"A2RPVHC2TGR5NT",5,25046,2318,"Apr 22 2014","14:54:45",18,"Switch",1,"Novel134",1,"Novel123",0,893,4,2,"(Apr 22 2014 14:54:45)",FALSE,TRUE,FALSE,4,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,1275
"A2RPVHC2TGR5NT",6,25047,2319,"Apr 22 2014","14:54:45",19,"Same",1,"Novel25",2,"Novel124",1,1448,4,2,"(Apr 22 2014 14:54:45)",FALSE,TRUE,FALSE,4,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,2373
"A2RU8NWUUFH460",0,25055,2327,"Apr 22 2014","05:53:04",7,"Same",1,"Novel45",1,"Novel45",1,1664,4,1,"(Apr 22 2014 05:53:04)",TRUE,TRUE,TRUE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,3952
"A2RU8NWUUFH460",1,25056,2328,"Apr 22 2014","05:53:04",8,"Switch",1,"Novel85",2,"Novel76",0,6508,4,1,"(Apr 22 2014 05:53:04)",FALSE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1494
"A2RU8NWUUFH460",2,25059,2331,"Apr 22 2014","05:53:04",11,"Same",0,"Novel127",0,"Novel127",2,575,4,1,"(Apr 22 2014 05:53:04)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1120
"A2RU8NWUUFH460",3,25060,2332,"Apr 22 2014","05:53:04",12,"Switch",0,"Novel25",0,"Novel25",3,747,4,1,"(Apr 22 2014 05:53:04)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1170
"A2RU8NWUUFH460",4,25063,2335,"Apr 22 2014","05:53:04",15,"Same",0,"Novel121",0,"Novel121",1,527,4,1,"(Apr 22 2014 05:53:04)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1449
"A2RU8NWUUFH460",5,25064,2336,"Apr 22 2014","05:53:04",16,"Switch",1,"Novel7",0,"Novel7",0,1939,4,1,"(Apr 22 2014 05:53:04)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,754
"A2RU8NWUUFH460",6,25067,2339,"Apr 22 2014","05:53:04",19,"Same",1,"Novel48",2,"Novel48",2,234,4,1,"(Apr 22 2014 05:53:04)",NA,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1667
"A2RU8NWUUFH460",7,25068,2340,"Apr 22 2014","05:53:04",20,"Switch",0,"Novel65",1,"Novel57",1,1692,4,1,"(Apr 22 2014 05:53:04)",FALSE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,715
"A2RUXMTEWR21UC",0,37641,3573,"May 12 2014","20:10:53",13,"Switch",0,"Novel51",1,"Novel61",0,3655,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,TRUE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1372
"A2RUXMTEWR21UC",1,37642,3574,"May 12 2014","20:10:53",14,"Same",1,"Novel127",5,"Novel127",5,8923,8,2,"(May 12 2014 20:10:53)",TRUE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1713
"A2RUXMTEWR21UC",2,37643,3575,"May 12 2014","20:10:53",15,"Switch",0,"Novel79",1,"Novel73",0,4379,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1022
"A2RUXMTEWR21UC",3,37644,3576,"May 12 2014","20:10:53",16,"Same",1,"Novel134",3,"Novel134",3,1913,8,2,"(May 12 2014 20:10:53)",TRUE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,747
"A2RUXMTEWR21UC",4,37645,3577,"May 12 2014","20:10:53",17,"Switch",1,"Novel76",4,"Novel12",5,1985,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,990
"A2RUXMTEWR21UC",5,37646,3578,"May 12 2014","20:10:53",18,"Same",0,"Novel55",7,"Novel106",2,1788,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,870
"A2RUXMTEWR21UC",6,37647,3579,"May 12 2014","20:10:53",19,"Switch",1,"Novel119",5,"Novel26",6,4645,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1058
"A2RUXMTEWR21UC",7,37648,3580,"May 12 2014","20:10:53",20,"Same",0,"Novel68",4,"Novel133",6,2337,8,2,"(May 12 2014 20:10:53)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1178
"A2RW3C4A9YLQON",0,3241,4505,"Aug 11 2013","12:56:51",13,"Same",0,"Novel111",1,"Novel111",2,1958,4,7,"(Aug 11 2013 12:56:51)",TRUE,TRUE,TRUE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",1,3242,4506,"Aug 11 2013","12:56:51",14,"Switch",0,"Novel85",0,"Novel32",2,1364,4,7,"(Aug 11 2013 12:56:51)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",2,3243,4507,"Aug 11 2013","12:56:51",15,"Same",0,"Novel4",1,"Novel4",3,1372,4,7,"(Aug 11 2013 12:56:51)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",3,3244,4508,"Aug 11 2013","12:56:51",16,"Switch",0,"Novel33",1,"Novel109",1,1363,4,7,"(Aug 11 2013 12:56:51)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",4,3245,4509,"Aug 11 2013","12:56:51",17,"Same",1,"Novel78",2,"Novel78",2,1018,4,7,"(Aug 11 2013 12:56:51)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",5,3246,4510,"Aug 11 2013","12:56:51",18,"Switch",1,"Novel135",3,"Novel19",1,4305,4,7,"(Aug 11 2013 12:56:51)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",6,3247,4511,"Aug 11 2013","12:56:51",19,"Same",1,"Novel10",1,"Novel10",1,1188,4,7,"(Aug 11 2013 12:56:51)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RW3C4A9YLQON",7,3248,4512,"Aug 11 2013","12:56:51",20,"Switch",1,"Novel100",1,"Novel12",2,2308,4,7,"(Aug 11 2013 12:56:51)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",0,3249,4513,"Aug 11 2013","16:32:39",9,"Same",1,"Novel68",0,"Novel68",0,4505,4,3,"(Aug 11 2013 16:32:39)",TRUE,TRUE,TRUE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",1,3250,4514,"Aug 11 2013","16:32:39",10,"Switch",0,"Novel119",2,"Novel119",3,1920,4,3,"(Aug 11 2013 16:32:39)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",2,3251,4515,"Aug 11 2013","16:32:39",11,"Same",1,"Novel85",1,"Novel85",1,1778,4,3,"(Aug 11 2013 16:32:39)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",3,3252,4516,"Aug 11 2013","16:32:39",12,"Switch",1,"Novel117",3,"Novel133",2,3787,4,3,"(Aug 11 2013 16:32:39)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",4,3253,4517,"Aug 11 2013","16:32:39",17,"Same",0,"Novel76",0,"Novel76",2,3250,4,3,"(Aug 11 2013 16:32:39)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",5,3254,4518,"Aug 11 2013","16:32:39",18,"Switch",1,"Novel102",3,"Novel132",2,3032,4,3,"(Aug 11 2013 16:32:39)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",6,3255,4519,"Aug 11 2013","16:32:39",19,"Same",0,"Novel33",1,"Novel33",2,1552,4,3,"(Aug 11 2013 16:32:39)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RXN5IRWSKIBX",7,3256,4520,"Aug 11 2013","16:32:39",20,"Switch",0,"Novel10",0,"Novel25",3,5782,4,3,"(Aug 11 2013 16:32:39)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",0,3257,4521,"Aug 12 2013","06:39:58",9,"Same",0,"Novel110",0,"Novel110",1,1616,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,TRUE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",1,3258,4522,"Aug 12 2013","06:39:58",10,"Switch",0,"Novel9",0,"Novel9",1,2985,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",2,3259,4523,"Aug 12 2013","06:39:58",11,"Same",1,"Novel105",0,"Novel105",0,1688,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",3,3260,4524,"Aug 12 2013","06:39:58",12,"Switch",1,"Novel85",0,"Novel85",0,2182,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",4,3261,4525,"Aug 12 2013","06:39:58",17,"Same",1,"Novel23",1,"Novel21",0,2446,2,3,"(Aug 12 2013 06:39:58)",FALSE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",5,3262,4526,"Aug 12 2013","06:39:58",18,"Switch",0,"Novel71",1,"Novel71",0,1661,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",6,3263,4527,"Aug 12 2013","06:39:58",19,"Same",0,"Novel38",1,"Novel38",0,3717,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RYRS301XIZZD",7,3264,4528,"Aug 12 2013","06:39:58",20,"Switch",1,"Novel15",0,"Novel15",0,2276,2,3,"(Aug 12 2013 06:39:58)",TRUE,TRUE,FALSE,2,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",0,3265,4529,"Aug 11 2013","13:26:24",13,"Switch",0,"Novel122",0,"Novel122",4,5215,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,TRUE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",1,3266,4530,"Aug 11 2013","13:26:24",14,"Same",1,"Novel55",7,"Novel55",7,2725,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",2,3267,4531,"Aug 11 2013","13:26:24",15,"Switch",1,"Novel45",0,"Novel45",0,4398,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",3,3268,4532,"Aug 11 2013","13:26:24",16,"Same",1,"Novel87",5,"Novel87",5,2363,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",4,3269,4533,"Aug 11 2013","13:26:24",17,"Switch",0,"Novel93",6,"Novel31",5,11369,8,7,"(Aug 11 2013 13:26:24)",NA,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",5,3270,4534,"Aug 11 2013","13:26:24",18,"Same",0,"Novel130",4,"Novel130",3,3469,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",6,3271,4535,"Aug 11 2013","13:26:24",19,"Switch",1,"Novel19",5,"Novel19",5,5655,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZNT7MFPG3MQ",7,3272,4536,"Aug 11 2013","13:26:24",20,"Same",0,"Novel13",1,"Novel13",3,2110,8,7,"(Aug 11 2013 13:26:24)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2RZR56Y9KED5J",0,30297,3869,"Apr 11 2014","12:49:19",9,"Same",1,"Novel92",4,"Novel92",4,1703,6,3,"(Apr 11 2014 12:49:19)",TRUE,TRUE,TRUE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1492
"A2RZR56Y9KED5J",1,30298,3870,"Apr 11 2014","12:49:19",10,"Switch",0,"Novel68",4,"Novel118",5,5916,6,3,"(Apr 11 2014 12:49:19)",FALSE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1747
"A2RZR56Y9KED5J",2,30299,3871,"Apr 11 2014","12:49:19",11,"Same",0,"Novel15",2,"Novel15",1,3093,6,3,"(Apr 11 2014 12:49:19)",TRUE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1454
"A2RZR56Y9KED5J",3,30300,3872,"Apr 11 2014","12:49:19",12,"Switch",0,"Novel26",2,"Novel49",5,5027,6,3,"(Apr 11 2014 12:49:19)",FALSE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1178
"A2RZR56Y9KED5J",4,30305,3877,"Apr 11 2014","12:49:19",17,"Same",0,"Novel45",5,"Novel108",4,3499,6,3,"(Apr 11 2014 12:49:19)",FALSE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1125
"A2RZR56Y9KED5J",5,30306,3878,"Apr 11 2014","12:49:19",18,"Switch",1,"Novel137",3,"Novel28",4,4659,6,3,"(Apr 11 2014 12:49:19)",FALSE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1194
"A2RZR56Y9KED5J",6,30307,3879,"Apr 11 2014","12:49:19",19,"Same",1,"Novel53",2,"Novel53",2,3833,6,3,"(Apr 11 2014 12:49:19)",TRUE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1944
"A2RZR56Y9KED5J",7,30308,3880,"Apr 11 2014","12:49:19",20,"Switch",1,"Novel116",2,"Novel55",0,5393,6,3,"(Apr 11 2014 12:49:19)",FALSE,TRUE,FALSE,6,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,894
"A2S0Z6AM8K028G",0,25077,2349,"Apr 20 2014","13:08:05",9,"Switch",0,"Novel9",2,"Novel78",0,42708,4,3,"(Apr 20 2014 13:08:05)",NA,TRUE,TRUE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,10592
"A2S0Z6AM8K028G",4,25085,2357,"Apr 20 2014","13:08:05",17,"Switch",0,"Novel96",0,"Novel96",1,6497,4,3,"(Apr 20 2014 13:08:05)",TRUE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,3742
"A2S5S464UZK2O6",0,3273,4537,"Apr 04 2013","00:36:55",13,"Same",1,"Novel41",2,"Novel56",3,4287,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,TRUE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",1,3274,4538,"Apr 04 2013","00:36:55",14,"Switch",1,"Novel134",0,"Novel28",1,2115,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",2,3275,4539,"Apr 04 2013","00:36:55",15,"Same",1,"Novel68",3,"Novel19",0,1602,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",3,3276,4540,"Apr 04 2013","00:36:55",16,"Switch",1,"Novel140",1,"Novel140",1,4546,4,7,"(Apr 04 2013 00:36:55)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",4,3277,4541,"Apr 04 2013","00:36:55",17,"Same",0,"Novel37",3,"Novel37",0,2337,4,7,"(Apr 04 2013 00:36:55)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",5,3278,4542,"Apr 04 2013","00:36:55",18,"Switch",0,"Novel47",2,"Novel92",2,3122,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",6,3279,4543,"Apr 04 2013","00:36:55",19,"Same",0,"Novel123",0,"Novel8",0,2895,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5S464UZK2O6",7,3280,4544,"Apr 04 2013","00:36:55",20,"Switch",0,"Novel57",1,"Novel17",2,4396,4,7,"(Apr 04 2013 00:36:55)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A2S5SQXHUA878E",0,11001,3933,"May 02 2014","13:39:35",13,"Same",0,"Novel15",0,"Novel15",1,1739,2,2,"(May 02 2014 13:39:35)",TRUE,TRUE,TRUE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,2432
"A2S5SQXHUA878E",1,11002,3934,"May 02 2014","13:39:35",14,"Switch",0,"Novel85",1,"Novel85",0,4196,2,2,"(May 02 2014 13:39:35)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,10528
"A2S5SQXHUA878E",2,11003,3935,"May 02 2014","13:39:35",15,"Same",0,"Novel119",1,"Novel119",0,1914,2,2,"(May 02 2014 13:39:35)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,2887
"A2S5SQXHUA878E",3,11004,3936,"May 02 2014","13:39:35",16,"Switch",1,"Novel74",1,"Novel74",1,1841,2,2,"(May 02 2014 13:39:35)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,2743
